track,model,acc_mean,acc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,recall_mean,recall_std,precision_mean,precision_std,f1_mean,f1_std
trilha_temporal_sem_ipp,random_forest,0.7683333333333333,0.06041522986797287,0.8239720718779935,0.06669455076800952,0.8648287716948898,0.046779981206224966,0.8632728619029988,0.06892323220513442,0.7800267660165561,0.04333379125030813,0.818895613631941,0.051510221311893034
trilha_temporal_sem_ipp,gradient_boosting,0.8033333333333333,0.04521553322083512,0.8600053223169819,0.039432073571020396,0.8974685194621728,0.032961967382281104,0.8605701592002962,0.034265762058783886,0.8255774478932374,0.04268639329936721,0.8424393929611856,0.03567064557991117
trilha_temporal_sem_ipp,logistic,0.7533333333333334,0.03822448313726572,0.8471250754765514,0.05941645920906956,0.8928829830813172,0.046208557142853886,0.7677897075157348,0.0189426323135123,0.8192156647771665,0.048337371734918935,0.7920797163410338,0.027975192576003387
