student_id,phase,class,name,birth_year,age_2022,gender,admission_year,school_institution,inde_2022,iaa,ieg,ips,ida,math,portuguese,english,indicated_for_intervention,achieved_turning_point,ipv,ian,Fase ideal,deficiency,year,Defasagem,Ativo/ Inativo,Pedra 2023,Nome Anonimizado,age,Fase Ideal,inde_2023,ipp,Data de Nasc,inde_2024
RA-587,1,K,Aluno-587,2012,10,Menino,2022,Escola Pública,6.632,9.5,9.3,7.5,3.8,1.0,6.5,,Não,Não,6.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-588,1,K,Aluno-588,2013,9,Menina,2021,Rede Decisão,8.622,9.5,10.0,5.6,9.3,9.3,9.2,,Não,Não,8.278,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-589,1,K,Aluno-589,2013,9,Menina,2022,Escola Pública,7.744,9.5,9.4,7.5,5.8,3.0,8.5,,Não,Não,7.056,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-590,1,K,Aluno-590,2012,10,Menina,2020,Escola Pública,7.435,8.5,8.6,7.5,7.4,5.7,9.2,,Não,Não,7.611,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-591,1,K,Aluno-591,2011,11,Menino,2021,Escola Pública,7.507,9.5,9.3,7.5,7.1,7.8,6.3,,Não,Não,7.389,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-592,1,K,Aluno-592,2012,10,Menina,2020,Escola Pública,7.381,8.0,8.5,5.6,8.4,7.2,9.7,,Não,Não,7.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-593,1,K,Aluno-593,2012,10,Menina,2021,Escola Pública,6.254,7.5,7.4,7.5,4.6,3.0,6.2,,Não,Não,6.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-594,1,K,Aluno-594,2012,10,Menino,2022,Escola Pública,7.392,8.0,9.4,7.5,7.8,6.0,9.5,,Não,Não,6.889,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-595,1,K,Aluno-595,2010,12,Menino,2018,Escola Pública,5.18,8.5,5.5,7.5,1.0,2.0,0.0,,Não,Não,6.0,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-596,1,K,Aluno-596,2013,9,Menina,2021,Escola Pública,8.971,9.5,10.0,7.5,9.3,8.8,9.8,,Sim,Sim,9.0,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-597,1,L,Aluno-597,2013,9,Menino,2022,Escola Pública,8.265,9.0,10.0,7.5,8.0,6.5,9.5,,Não,Não,7.056,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-598,1,L,Aluno-598,2011,11,Menina,2022,Escola Pública,6.35,9.5,7.2,7.5,3.7,4.7,2.7,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-599,1,L,Aluno-599,2012,10,Menino,2022,Escola Pública,8.2,9.5,9.2,7.5,9.1,8.3,9.8,,Sim,Sim,8.556,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-600,1,L,Aluno-600,2013,9,Menina,2021,Escola Pública,7.011,8.5,8.4,7.5,3.9,2.8,5.0,,Não,Não,6.833,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-601,1,L,Aluno-601,2014,8,Menino,2021,Escola Pública,7.713,9.0,9.7,7.5,5.7,5.3,6.0,,Não,Não,7.167,10.0,ALFA  (2º e 3º ano),1,PEDE2022,,,,,,,,,,
RA-602,1,L,Aluno-602,2011,11,Menino,2019,Escola Pública,8.041,10.0,9.7,7.5,8.6,8.3,8.8,,Sim,Não,7.667,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-603,1,L,Aluno-603,2011,11,Menina,2022,Escola Pública,7.78,9.0,9.5,7.5,7.5,6.7,8.3,,Não,Não,8.0,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-604,1,L,Aluno-604,2012,10,Menina,2021,Escola Pública,8.018,9.0,9.0,7.5,8.8,8.0,9.7,,Sim,Não,8.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-605,1,L,Aluno-605,2010,12,Menina,2021,Escola Pública,7.276,6.9,9.3,6.9,7.1,6.2,8.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-606,1,L,Aluno-606,2012,10,Menino,2022,Escola Pública,6.127,9.5,9.0,7.5,1.8,2.0,1.5,,Não,Não,6.111,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-607,1,L,Aluno-607,2012,10,Menino,2022,Escola Pública,6.44,6.8,8.1,7.5,4.0,3.0,5.0,,Não,Não,7.444,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-608,1,L,Aluno-608,2012,10,Menino,2022,Escola Pública,7.216,7.8,9.6,7.5,6.3,3.0,9.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-609,1,L,Aluno-609,2011,11,Menino,2019,Escola Pública,6.794,8.5,7.6,7.5,6.0,6.5,5.5,,Não,Não,7.056,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-610,1,L,Aluno-610,2013,9,Menina,2022,Escola Pública,8.18,9.0,9.6,7.5,6.5,6.0,7.0,,Não,Sim,8.5,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-611,1,M,Aluno-611,2010,12,Menino,2021,Escola Pública,7.756,9.5,7.6,7.5,9.5,10.0,9.0,,Sim,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-612,1,M,Aluno-612,2012,10,Menina,2021,Escola Pública,7.594,9.0,9.2,7.5,7.9,9.7,6.2,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-613,1,M,Aluno-613,2009,13,Menino,2020,Escola Pública,8.121,9.0,9.2,7.5,9.2,9.2,9.2,,Sim,Sim,8.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-614,1,M,Aluno-614,2010,12,Menino,2021,Escola Pública,8.339,9.5,9.7,7.5,9.6,9.8,9.3,,Sim,Não,8.278,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-615,1,M,Aluno-615,2013,9,Menina,2020,Escola Pública,8.086,9.5,9.7,7.5,7.3,7.8,6.7,,Não,Não,6.889,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-616,1,M,Aluno-616,2010,12,Menino,2019,Escola Pública,7.303,7.4,7.4,7.5,8.8,9.2,8.5,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-617,1,M,Aluno-617,2011,11,Menina,2021,Escola Pública,7.107,8.5,8.9,7.5,6.3,4.5,8.0,,Não,Não,6.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-618,1,M,Aluno-618,2009,13,Menino,2020,Escola Pública,7.18,8.9,8.3,7.5,6.7,6.8,6.5,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-619,1,M,Aluno-619,2011,11,Menina,2021,Escola Pública,7.693,9.5,8.0,7.5,9.0,9.2,8.8,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-620,1,M,Aluno-620,2010,12,Menino,2021,Escola Pública,6.018,0.0,7.5,7.5,6.8,8.5,5.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-621,1,M,Aluno-621,2012,10,Menino,2020,Escola Pública,7.448,9.5,7.7,7.5,7.5,6.8,8.2,,Não,Não,8.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-622,1,N,Aluno-622,2010,12,Menina,2019,Escola Pública,4.934,3.5,3.8,7.5,3.8,4.8,2.7,,Não,Não,6.0,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-623,1,N,Aluno-623,2009,13,Menino,2022,Escola Pública,7.524,7.5,9.0,7.5,8.3,9.3,7.2,,Não,Não,7.389,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-624,1,N,Aluno-624,2012,10,Menino,2022,Escola Pública,7.425,9.0,8.9,7.5,6.8,8.0,5.5,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-625,1,N,Aluno-625,2011,11,Menino,2022,Escola Pública,7.483,8.0,9.2,7.5,7.8,8.5,7.0,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-626,1,N,Aluno-626,2011,11,Menino,2021,Escola Pública,5.818,7.4,7.6,7.5,1.3,2.5,0.0,,Não,Não,7.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-627,1,N,Aluno-627,2012,10,Menina,2022,Escola Pública,6.621,7.0,6.7,7.5,6.5,6.2,6.8,,Não,Não,7.0,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-628,1,N,Aluno-628,2011,11,Menino,2022,Escola Pública,7.577,9.5,7.6,7.5,9.2,9.3,9.0,,Não,Não,7.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-629,1,N,Aluno-629,2013,9,Menino,2022,Escola Pública,8.11,9.0,10.0,7.5,7.0,5.0,9.0,,Não,Não,7.278,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-630,1,N,Aluno-630,2013,9,Menino,2022,Escola Pública,8.064,9.5,9.2,7.5,7.3,6.5,8.0,,Não,Não,7.278,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-631,1,N,Aluno-631,2010,12,Menino,2022,Escola Pública,6.928,8.5,6.8,7.5,7.0,7.3,6.7,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-632,1,P,Aluno-632,2012,10,Menina,2022,Escola Pública,6.996,8.5,9.3,6.9,6.3,5.5,7.2,,Não,Não,6.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-633,1,P,Aluno-633,2011,11,Menina,2020,Escola Pública,7.476,7.3,8.9,7.5,7.7,6.8,8.5,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-634,1,P,Aluno-634,2011,11,Menina,2022,Escola Pública,7.619,9.5,9.4,7.5,6.5,8.0,5.0,,Não,Não,8.222,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-635,1,P,Aluno-635,2012,10,Menino,2022,Escola Pública,5.313,10.0,4.9,6.9,1.5,0.5,2.5,,Não,Não,6.444,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-636,1,P,Aluno-636,2012,10,Menino,2022,Escola Pública,7.189,8.5,8.0,6.9,7.3,7.3,7.3,,Sim,Não,7.389,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-637,1,P,Aluno-637,2012,10,Menina,2021,Escola Pública,7.039,8.5,9.0,7.5,5.8,4.8,6.8,,Não,Não,7.0,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-638,1,P,Aluno-638,2013,9,Menina,2020,Escola Pública,7.059,8.5,9.3,7.5,3.9,2.0,5.8,,Não,Não,6.278,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-639,1,P,Aluno-639,2012,10,Menina,2021,Escola Pública,6.613,8.5,7.4,7.5,5.5,3.2,7.8,,Não,Não,6.611,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-640,1,P,Aluno-640,2011,11,Menina,2022,Escola Pública,6.73,9.0,8.4,7.5,4.8,2.5,7.0,,Não,Não,6.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-641,1,P,Aluno-641,2013,9,Menina,2022,Escola Pública,7.776,9.0,9.3,7.5,6.5,4.5,8.5,,Não,Não,6.778,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-642,1,P,Aluno-642,2012,10,Menina,2021,Escola Pública,7.75,10.0,9.7,6.9,7.3,7.0,7.7,,Não,Não,7.778,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-643,1,P,Aluno-643,2012,10,Menino,2022,Escola Pública,6.763,9.0,8.0,7.5,6.2,6.3,6.0,,Não,Não,6.722,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-644,1,P,Aluno-644,2011,11,Menina,2021,Escola Pública,7.83,9.5,8.0,7.5,8.8,9.7,8.0,,Sim,Não,8.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-645,1,P,Aluno-645,2012,10,Menina,2022,Escola Pública,6.086,8.5,8.1,7.5,2.0,4.0,0.0,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-646,1,R,Aluno-646,2009,13,Menino,2019,Escola Pública,8.181,8.5,9.8,8.1,8.4,8.8,8.0,,Sim,Sim,8.389,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-647,1,R,Aluno-647,2012,10,Menino,2022,Escola Pública,6.606,9.5,8.6,7.5,3.3,1.5,5.2,,Não,Não,7.278,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-648,1,R,Aluno-648,2010,12,Menino,2019,Escola Pública,6.736,9.0,7.5,6.9,5.3,5.0,5.5,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-649,1,R,Aluno-649,2010,12,Menina,2019,Escola Pública,7.302,8.5,8.9,5.6,7.4,6.3,8.5,,Não,Não,7.611,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-650,1,R,Aluno-650,2011,11,Menina,2021,Escola Pública,7.004,6.9,8.7,5.6,6.9,5.5,8.3,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-651,1,R,Aluno-651,2012,10,Menina,2022,Escola Pública,7.866,8.5,9.3,7.5,7.8,7.7,7.8,,Sim,Não,8.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-652,1,R,Aluno-652,2013,9,Menina,2022,Escola Pública,8.151,8.0,9.6,7.5,7.8,7.0,8.5,,Não,Não,7.5,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-653,1,R,Aluno-653,2011,11,Menina,2022,Escola Pública,8.101,9.5,9.6,7.5,9.3,9.5,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-654,1,R,Aluno-654,2010,12,Menina,2022,Escola Pública,7.308,8.5,8.6,7.5,6.8,5.5,8.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-655,1,R,Aluno-655,2010,12,Menina,2019,Escola Pública,7.785,7.5,9.2,7.5,8.3,8.3,8.2,,Sim,Sim,8.389,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-656,1,R,Aluno-656,2011,11,Menina,2020,Escola Pública,6.652,7.4,7.5,5.6,6.3,5.0,7.5,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-657,1,R,Aluno-657,2010,12,Menina,2021,Escola Pública,8.093,9.5,9.8,7.5,9.0,9.0,9.0,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-2,PEDE2022,,,,,,,,,,
RA-658,1,U,Aluno-658,2012,10,Menina,2022,Escola Pública,7.407,10.0,9.3,7.5,5.6,4.7,6.5,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-659,1,U,Aluno-659,2012,10,Menina,2022,Escola Pública,7.783,8.0,7.8,7.5,9.3,9.5,9.0,,Não,Não,8.333,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-660,1,U,Aluno-660,2013,9,Menina,2021,Escola Pública,8.363,9.5,9.0,7.5,6.9,5.8,8.0,,Não,Sim,9.083,10.0,Fase 1 (4º ano),0,PEDE2022,,,,,,,,,,
RA-661,1,U,Aluno-661,2011,11,Menino,2022,Escola Pública,7.593,9.0,8.3,7.5,7.8,8.3,7.3,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-662,1,U,Aluno-662,2011,11,Menina,2022,Escola Pública,7.044,9.0,8.8,7.5,6.8,5.7,7.8,,Não,Não,6.083,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-663,1,U,Aluno-663,2012,10,Menino,2022,Escola Pública,6.376,6.9,8.7,7.5,5.8,5.0,6.5,,Não,Não,5.25,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-664,1,U,Aluno-664,2012,10,Menina,2022,Escola Pública,7.277,9.5,8.8,7.5,6.3,5.0,7.5,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-665,1,U,Aluno-665,2011,11,Menina,2022,Escola Pública,6.996,9.0,7.4,7.5,6.8,6.5,7.0,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-666,1,U,Aluno-666,2012,10,Menino,2022,Escola Pública,7.929,9.5,9.1,7.5,7.8,8.0,7.5,,Não,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-667,1,U,Aluno-667,2011,11,Menino,2021,Escola Pública,5.844,8.5,5.6,7.5,4.5,3.7,5.3,,Não,Não,5.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-668,1,U,Aluno-668,2011,11,Menino,2022,Escola Pública,4.365,6.9,3.3,7.5,2.8,2.8,2.8,,Não,Não,3.75,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-669,1,U,Aluno-669,2011,11,Menino,2022,Escola Pública,7.475,9.0,9.7,7.5,6.0,5.0,7.0,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-670,1,U,Aluno-670,2012,10,Menina,2022,Escola Pública,7.451,8.0,8.8,7.5,6.9,6.5,7.3,,Não,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,PEDE2022,,,,,,,,,,
RA-671,0,A,Aluno-671,2013,9,Menino,2021,Escola Pública,7.617,8.5,8.2,8.1,8.8,8.8,8.8,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-672,0,A,Aluno-672,2013,9,Menina,2021,Escola Pública,7.48,8.5,8.5,8.1,8.8,8.5,9.1,,Não,Não,6.75,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-673,0,A,Aluno-673,2014,8,Menina,2022,Escola Pública,8.65,8.5,9.2,8.1,9.2,9.4,8.9,,Sim,Sim,8.583,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-674,0,A,Aluno-674,2014,8,Menino,2022,Escola Pública,7.862,9.5,8.7,8.1,8.0,8.9,7.0,,Não,Não,6.333,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-675,0,A,Aluno-675,2014,8,Menino,2022,Escola Pública,7.576,10.0,6.6,8.1,7.4,8.8,5.9,,Sim,Não,7.083,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-676,0,A,Aluno-676,2013,9,Menino,2021,Escola Pública,7.911,8.5,8.6,8.1,9.3,9.5,9.1,,Sim,Não,8.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-677,0,B,Aluno-677,2014,8,Menina,2021,Escola Pública,8.358,10.0,9.4,7.5,7.3,7.7,6.8,,Não,Sim,8.583,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-678,0,B,Aluno-678,2013,9,Menino,2022,Escola Pública,8.0,9.0,10.0,6.9,7.3,7.5,7.0,,Não,Sim,9.5,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-679,0,B,Aluno-679,2012,10,Menino,2020,Escola Pública,7.172,9.0,8.2,7.5,6.3,6.7,5.8,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-680,0,B,Aluno-680,2012,10,Menina,2019,Escola Pública,7.518,9.5,8.8,7.5,7.4,8.0,6.8,,Não,Não,7.75,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-681,0,B,Aluno-681,2012,10,Menino,2022,Escola Pública,7.204,8.5,8.5,6.9,6.5,6.5,6.5,,Não,Não,8.0,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-682,0,B,Aluno-682,2011,11,Menino,2022,Escola Pública,7.625,9.5,9.1,7.5,7.0,7.0,7.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-683,0,C,Aluno-683,2012,10,Menino,2022,Escola Pública,6.011,7.9,5.0,7.5,4.0,8.0,0.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-684,0,C,Aluno-684,2015,7,Menino,2022,Escola Pública,8.26,9.5,7.5,8.1,9.3,9.0,9.6,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-685,0,C,Aluno-685,2013,9,Menino,2022,Escola Pública,6.864,9.0,6.2,5.0,8.0,8.0,8.0,,Não,Não,7.833,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-686,0,D,Aluno-686,2013,9,Menina,2022,Escola Pública,7.729,7.5,8.6,8.1,8.8,9.2,8.5,,Não,Não,8.083,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-687,0,D,Aluno-687,2013,9,Menino,2022,Escola Pública,7.703,8.5,9.0,8.1,8.3,9.0,7.5,,Não,Não,8.0,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-688,0,D,Aluno-688,2013,9,Menino,2022,Escola Pública,7.771,8.5,9.7,7.5,7.9,8.0,7.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-689,0,D,Aluno-689,2013,9,Menina,2022,Escola Pública,6.433,7.4,7.9,5.6,5.8,6.0,5.5,,Não,Não,6.667,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-690,0,D,Aluno-690,2013,9,Menina,2022,Escola Pública,7.541,9.5,9.5,7.5,7.0,7.2,6.8,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-691,0,D,Aluno-691,2014,8,Menina,2022,Escola Pública,8.68,10.0,9.2,8.1,9.4,9.6,9.3,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-692,0,D,Aluno-692,2013,9,Menina,2021,Escola Pública,7.569,9.5,8.9,8.1,6.9,7.0,6.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-693,0,D,Aluno-693,2015,7,Menina,2022,Escola Pública,7.944,9.5,9.8,8.1,5.7,5.0,6.3,,Não,Não,7.667,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-694,0,D,Aluno-694,2014,8,Menino,2022,Escola Pública,8.378,10.0,9.0,8.1,8.1,8.2,8.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-695,0,E,Aluno-695,2014,8,Menina,2021,Escola Pública,4.28,9.0,3.1,7.5,2.5,2.2,2.8,,Não,Não,2.5,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-696,0,E,Aluno-696,2013,9,Menina,2021,Escola Pública,7.441,8.5,9.0,7.5,6.6,6.5,6.7,,Não,Não,8.167,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-697,0,E,Aluno-697,2011,11,Menino,2021,Escola Pública,7.675,7.0,9.3,7.5,8.4,8.8,8.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-698,0,E,Aluno-698,2013,9,Menino,2021,Escola Pública,7.44,9.0,9.8,2.5,8.1,8.0,8.2,,Não,Não,8.083,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-699,0,E,Aluno-699,2013,9,Menino,2022,Escola Pública,6.658,5.2,9.2,7.5,7.1,7.5,6.7,,Não,Não,6.0,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-700,0,F,Aluno-700,2013,9,Menina,2022,Escola Pública,7.738,9.0,8.7,7.5,9.2,9.2,9.2,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
RA-701,0,F,Aluno-701,2012,10,Menino,2021,Escola Pública,7.755,9.0,9.3,7.5,8.7,8.7,8.7,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-702,0,F,Aluno-702,2014,8,Menina,2022,Escola Pública,7.387,10.0,8.6,5.0,6.8,7.0,6.7,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,PEDE2022,,,,,,,,,,
RA-703,0,F,Aluno-703,2012,10,Menino,2021,Escola Pública,6.099,7.5,7.4,5.0,5.1,5.3,4.8,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-704,0,F,Aluno-704,2012,10,Menino,2022,Escola Pública,6.741,9.0,8.6,5.0,7.2,7.7,6.6,,Não,Não,6.583,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-705,0,F,Aluno-705,2012,10,Menino,2022,Escola Pública,6.634,9.5,6.2,7.5,7.1,7.0,7.2,,Não,Não,6.333,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-706,0,F,Aluno-706,2012,10,Menina,2021,Escola Pública,7.659,9.5,6.7,7.5,9.1,9.1,9.1,,Não,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-707,0,F,Aluno-707,2012,10,Menina,2020,Escola Pública,7.679,10.0,8.1,6.9,8.5,8.8,8.2,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,PEDE2022,,,,,,,,,,
RA-708,0,F,Aluno-708,2013,9,Menino,2022,Escola Pública,7.282,8.0,8.4,7.5,7.3,7.1,7.6,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1,PEDE2022,,,,,,,,,,
