student_id,phase,class,name,birth_year,age_2022,gender,admission_year,school_institution,inde_2022,iaa,ieg,ips,ida,math,portuguese,english,indicated_for_intervention,achieved_turning_point,ipv,ian,Fase ideal,deficiency,year,Defasagem,Ativo/ Inativo,Pedra 2023,Nome Anonimizado,age,Fase Ideal,inde_2023,ipp,Data de Nasc,inde_2024
RA-345,2,B,Aluno-345,2009,13,Menino,2021,Escola Pública,5.75,9.5,5.4,5.6,3.6,1.3,5.8,,Não,Não,6.667,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-346,2,B,Aluno-346,2012,10,Menino,2022,Escola Pública,8.143,10.0,9.1,7.5,7.0,6.0,8.0,,Não,Não,7.889,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-347,2,B,Aluno-347,2010,12,Menina,2019,Escola Pública,7.908,9.0,10.0,5.6,8.5,8.5,8.5,,Sim,Não,8.0,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-348,2,B,Aluno-348,2010,12,Menino,2022,Escola Pública,5.864,9.0,8.7,7.5,1.8,0.5,3.0,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-349,2,B,Aluno-349,2010,12,Menino,2021,Escola Pública,5.658,9.5,7.7,7.5,3.7,2.2,5.2,,Não,Não,3.944,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-350,2,D,Aluno-350,2011,11,Menina,2022,Escola Pública,8.206,10.0,8.8,7.5,6.5,7.0,6.0,,Não,Sim,8.611,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-351,2,D,Aluno-351,2008,14,Menino,2022,Escola Pública,6.622,9.0,7.2,7.5,4.0,3.2,4.8,,Não,Não,8.111,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-352,2,D,Aluno-352,2011,11,Menino,2019,Escola Pública,7.834,9.0,8.1,5.6,7.0,7.3,6.7,,Não,Sim,8.389,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-353,2,D,Aluno-353,2011,11,Menina,2022,Escola Pública,8.264,7.0,10.0,7.5,7.5,8.0,7.0,,Não,Sim,8.444,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-354,2,D,Aluno-354,2009,13,Menina,2018,Escola Pública,5.858,8.5,4.3,7.5,4.5,2.8,6.2,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-355,2,D,Aluno-355,2010,12,Menina,2018,Escola Pública,5.379,5.8,5.0,7.5,4.5,5.5,3.5,,Não,Não,6.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-356,2,D,Aluno-356,2010,12,Menino,2019,Escola Pública,6.69,10.0,8.4,5.0,4.6,5.3,3.8,,Não,Não,8.278,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-357,2,D,Aluno-357,2010,12,Menino,2022,Escola Pública,7.836,8.0,9.6,7.5,8.5,10.0,7.0,,Não,Não,7.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-358,2,D,Aluno-358,2009,13,Menino,2022,Escola Pública,5.412,7.5,6.5,7.5,0.0,0.0,0.0,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-359,2,D,Aluno-359,2010,12,Menina,2019,Escola Pública,6.606,9.0,7.0,7.5,4.6,3.3,5.8,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-360,2,D,Aluno-360,2010,12,Menina,2019,Escola Pública,7.075,9.5,8.5,7.5,5.2,4.7,5.7,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-361,2,F,Aluno-361,2009,13,Menina,2022,Escola Pública,6.731,7.9,9.2,6.3,5.0,4.0,6.0,,Não,Não,6.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-362,2,F,Aluno-362,2010,12,Menina,2018,Escola Pública,7.413,8.5,7.9,7.5,7.9,6.5,9.3,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-363,2,F,Aluno-363,2010,12,Menino,2022,Escola Pública,6.644,10.0,10.0,6.9,2.0,1.0,3.0,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-364,2,F,Aluno-364,2011,11,Menino,2019,Escola Pública,8.75,9.5,10.0,7.5,8.8,9.5,8.0,,Não,Não,8.167,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-365,2,F,Aluno-365,2012,10,Menina,2022,Escola Pública,8.063,8.0,10.0,5.0,7.8,6.0,9.5,,Não,Não,7.833,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-366,2,F,Aluno-366,2010,12,Menino,2022,Escola Pública,7.181,9.5,9.4,7.5,5.5,6.0,5.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-367,2,F,Aluno-367,2010,12,Menina,2018,Escola Pública,6.95,8.5,7.4,6.3,6.7,5.2,8.2,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-368,2,F,Aluno-368,2009,13,Menino,2018,Rede Decisão,6.969,8.0,7.9,5.0,7.3,5.5,9.0,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-369,2,F,Aluno-369,2011,11,Menino,2022,Escola Pública,6.973,9.0,6.9,7.5,4.8,4.0,5.5,,Não,Não,6.889,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-370,2,F,Aluno-370,2010,12,Menina,2018,Rede Decisão,7.066,8.5,8.2,5.0,7.2,5.2,9.2,,Não,Não,7.611,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-371,2,F,Aluno-371,2012,10,Menina,2022,Escola Pública,8.112,9.5,8.0,6.9,8.4,7.8,9.0,,Não,Não,7.667,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-372,2,F,Aluno-372,2012,10,Menino,2021,Escola Pública,7.304,8.5,5.5,6.9,7.8,8.3,7.2,,Não,Não,7.389,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-373,2,F,Aluno-373,2011,11,Menino,2022,Escola Pública,7.503,6.4,9.5,5.0,7.3,6.5,8.0,,Não,Não,6.944,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-374,2,F,Aluno-374,2010,12,Menina,2021,Escola Pública,7.747,9.0,9.8,7.5,6.9,5.3,8.5,,Não,Não,7.944,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-375,2,F,Aluno-375,2011,11,Menino,2019,Escola Pública,7.831,9.0,9.5,7.5,5.4,3.3,7.5,,Não,Não,7.667,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-376,2,F,Aluno-376,2010,12,Menina,2019,Escola Pública,6.957,9.0,9.0,7.5,4.3,2.0,6.7,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-377,2,F,Aluno-377,2010,12,Menina,2021,Escola Pública,6.743,9.0,7.7,5.6,6.2,4.3,8.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-378,2,I,Aluno-378,2010,12,Menino,2021,Escola Pública,7.203,9.0,6.8,5.6,8.1,8.7,7.5,,Sim,Não,7.889,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-379,2,I,Aluno-379,2009,13,Menina,2022,Escola Pública,6.722,8.5,8.1,7.5,5.0,5.0,5.0,,Não,Não,6.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-380,2,I,Aluno-380,2009,13,Menino,2017,Escola Pública,4.556,7.9,4.4,5.0,2.5,2.3,2.7,,Não,Não,4.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-381,2,I,Aluno-381,2009,13,Menino,2018,Escola Pública,6.454,9.0,8.3,6.9,3.3,1.5,5.2,,Não,Não,6.944,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-382,2,I,Aluno-382,2008,14,Menino,2017,Escola Pública,6.777,9.0,7.7,6.3,5.4,4.0,6.8,,Não,Não,7.333,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-383,2,I,Aluno-383,2011,11,Menino,2019,Escola Pública,8.4,9.0,9.6,7.5,8.1,8.0,8.2,,Não,Não,7.778,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-384,2,I,Aluno-384,2010,12,Menina,2017,Escola Pública,7.558,9.0,8.4,6.3,8.1,8.0,8.2,,Não,Não,8.0,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-385,2,I,Aluno-385,2010,12,Menina,2022,Escola Pública,6.083,7.4,7.5,5.0,4.9,2.7,7.2,,Não,Não,6.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-386,2,I,Aluno-386,2009,13,Menino,2019,Escola Pública,6.104,10.0,5.9,5.6,4.0,3.7,4.3,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-387,2,I,Aluno-387,2009,13,Menino,2019,Escola Pública,6.323,7.0,8.2,7.5,3.7,1.3,6.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-388,2,I,Aluno-388,2008,14,Menina,2019,Escola Pública,6.654,7.9,8.5,5.6,4.5,3.5,5.5,,Não,Não,7.722,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-389,2,I,Aluno-389,2011,11,Menino,2019,Escola Pública,7.184,8.0,8.9,7.5,3.5,2.0,5.0,,Não,Não,7.556,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-390,2,I,Aluno-390,2010,12,Menina,2022,Escola Pública,6.776,7.4,8.8,6.3,4.7,4.0,5.3,,Não,Não,7.722,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-391,2,J,Aluno-391,2010,12,Menina,2022,Escola Pública,7.117,10.0,8.1,7.5,5.1,5.0,5.2,,Não,Não,8.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-392,2,J,Aluno-392,2008,14,Menino,2022,Escola Pública,6.418,9.5,8.8,5.6,4.8,3.7,5.8,,Não,Não,6.778,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-393,2,J,Aluno-393,2006,16,Menina,2018,Escola Pública,5.518,10.0,5.4,5.0,4.6,4.7,4.5,,Não,Não,6.778,2.5,Fase 6 (2º EM),-4,PEDE2022,,,,,,,,,,
RA-394,2,J,Aluno-394,2011,11,Menina,2022,Escola Pública,7.897,9.5,8.6,7.5,5.9,4.3,7.5,,Não,Sim,8.444,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-395,2,J,Aluno-395,2011,11,Menina,2018,Escola Pública,7.683,9.0,8.9,7.5,4.9,4.2,5.7,,Não,Não,8.333,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-396,2,J,Aluno-396,2010,12,Menino,2022,Escola Pública,6.556,9.0,8.0,6.3,5.6,4.7,6.5,,Não,Não,6.556,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-397,2,J,Aluno-397,2008,14,Menina,2017,Escola Pública,5.852,9.0,5.7,6.9,2.8,3.3,2.3,,Não,Não,7.167,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-398,2,K,Aluno-398,2012,10,Menina,2022,Escola Pública,7.742,9.0,9.3,7.5,5.5,3.0,8.0,,Não,Não,7.5,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-399,2,K,Aluno-399,2010,12,Menina,2022,Escola Pública,6.58,6.8,9.3,5.6,4.3,3.0,5.5,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-400,2,K,Aluno-400,2008,14,Menino,2018,Escola Pública,6.042,9.0,8.5,5.0,1.7,1.2,2.2,,Não,Não,7.444,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-401,2,K,Aluno-401,2010,12,Menina,2021,Escola Pública,6.645,6.9,9.6,7.5,4.3,3.7,5.0,,Não,Não,6.722,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-402,2,K,Aluno-402,2010,12,Menina,2019,Escola Pública,5.261,9.0,3.7,5.0,3.0,4.3,1.7,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-403,2,K,Aluno-403,2010,12,Menino,2020,Escola Pública,7.455,9.5,9.3,7.5,6.3,6.5,6.2,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-404,2,K,Aluno-404,2010,12,Menina,2020,Escola Pública,6.658,9.0,7.3,7.5,5.3,4.0,6.5,,Não,Não,6.944,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-405,2,K,Aluno-405,2009,13,Menino,2016,Escola Pública,5.661,9.5,6.2,5.0,3.3,2.7,3.8,,Não,Não,6.0,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-406,2,K,Aluno-406,2009,13,Menina,2019,Escola Pública,7.496,9.5,9.5,7.5,6.6,5.4,7.8,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-407,2,K,Aluno-407,2009,13,Menino,2022,Escola Pública,7.195,8.5,9.3,7.5,6.0,4.0,8.0,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-408,2,K,Aluno-408,2010,12,Menina,2022,Escola Pública,6.725,8.0,9.7,7.5,3.3,1.0,5.5,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-409,2,K,Aluno-409,2011,11,Menina,2022,Escola Pública,8.15,7.9,9.7,7.5,7.8,6.0,9.5,,Não,Não,7.5,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-410,2,K,Aluno-410,2008,14,Menino,2018,Escola Pública,5.675,7.4,6.5,6.3,2.0,2.0,2.0,,Não,Não,7.444,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-411,2,L,Aluno-411,2010,12,Menina,2019,Escola Pública,7.232,6.4,8.6,7.5,7.1,6.7,7.5,,Não,Não,7.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-412,2,L,Aluno-412,2010,12,Menina,2018,Escola Pública,7.556,8.5,9.0,7.5,7.3,6.5,8.2,,Não,Não,7.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-413,2,L,Aluno-413,2010,12,Menina,2022,Escola Pública,6.408,6.4,8.7,5.6,4.7,4.2,5.2,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-414,2,L,Aluno-414,2010,12,Menina,2021,Escola Pública,7.284,8.0,9.3,7.5,5.9,5.7,6.2,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-415,2,L,Aluno-415,2011,11,Menina,2019,Escola Pública,7.695,8.0,8.3,7.5,6.2,4.8,7.5,,Não,Não,8.056,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-416,2,L,Aluno-416,2010,12,Menino,2018,Rede Decisão,7.913,9.5,9.3,8.8,7.2,6.7,7.7,,Não,Não,8.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-417,2,L,Aluno-417,2009,13,Menina,2022,Escola Pública,8.428,10.0,10.0,7.5,8.0,6.0,10.0,,Não,Sim,9.556,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-418,2,L,Aluno-418,2012,10,Menina,2020,Rede Decisão,8.175,8.0,9.4,7.5,7.5,6.5,8.5,,Não,Não,8.222,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-419,2,L,Aluno-419,2010,12,Menina,2019,Rede Decisão,7.359,7.5,9.2,5.6,6.9,5.3,8.5,,Não,Sim,8.389,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-420,2,L,Aluno-420,2011,11,Menina,2019,Rede Decisão,7.461,9.5,9.0,5.6,4.5,1.3,7.7,,Não,Não,8.0,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-421,2,L,Aluno-421,2011,11,Menino,2021,Escola Pública,8.717,8.5,9.3,7.5,8.8,9.2,8.5,,Sim,Sim,9.111,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-422,2,L,Aluno-422,2010,12,Menino,2022,Escola Pública,6.746,8.5,10.0,7.5,2.5,1.0,4.0,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-423,2,L,Aluno-423,2010,12,Menina,2022,Escola Pública,6.647,8.4,9.6,7.5,2.3,0.5,4.0,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-424,2,L,Aluno-424,2010,12,Menina,2022,Escola Pública,7.94,9.0,10.0,7.5,7.5,10.0,5.0,,Não,Não,8.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-425,2,L,Aluno-425,2010,12,Menino,2022,Escola Pública,8.117,9.0,10.0,7.5,9.0,9.0,9.0,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-426,2,M,Aluno-426,2008,14,Menina,2022,Escola Pública,6.35,9.0,6.5,7.5,4.6,2.3,6.8,,Não,Não,7.111,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-427,2,M,Aluno-427,2009,13,Menino,2022,Escola Pública,6.245,8.0,8.5,7.5,2.5,3.0,2.0,,Não,Não,6.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-428,2,M,Aluno-428,2009,13,Menino,2022,Escola Pública,7.683,6.8,8.7,7.5,9.5,10.0,9.0,,Não,Não,7.111,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-429,2,M,Aluno-429,2009,13,Menino,2019,Escola Pública,5.811,10.0,5.3,7.5,2.7,2.8,2.5,,Não,Não,6.611,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-430,2,M,Aluno-430,2009,13,Menino,2022,Escola Pública,7.585,9.5,8.6,7.5,8.5,7.5,9.5,,Não,Não,6.611,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-431,2,M,Aluno-431,2011,11,Menino,2022,Escola Pública,7.175,9.0,8.1,7.5,4.5,5.0,4.0,,Não,Não,6.778,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-432,2,M,Aluno-432,2008,14,Menina,2019,Escola Pública,6.34,10.0,6.8,5.0,5.1,5.7,4.5,,Não,Não,6.611,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-433,2,M,Aluno-433,2010,12,Menino,2022,Escola Pública,5.557,8.5,7.3,5.0,2.6,2.2,3.0,,Não,Não,5.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-434,2,M,Aluno-434,2011,11,Menino,2022,Escola Pública,7.403,9.0,8.1,7.5,5.7,4.8,6.5,,Não,Não,6.778,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-435,2,M,Aluno-435,2012,10,Menina,2022,Escola Pública,6.599,7.9,6.2,7.5,4.7,3.7,5.7,,Não,Não,6.444,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-436,2,M,Aluno-436,2011,11,Menino,2022,Escola Pública,6.687,9.5,8.1,7.5,2.0,4.0,0.0,,Não,Não,6.611,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-437,2,M,Aluno-437,2009,13,Menino,2022,Escola Pública,6.875,8.5,8.3,7.5,5.8,6.0,5.5,,Não,Não,6.611,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-438,2,M,Aluno-438,2012,10,Menino,2022,Escola Pública,7.764,8.0,8.7,7.5,7.3,6.5,8.0,,Não,Não,6.889,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-439,2,M,Aluno-439,2010,12,Menino,2022,Escola Pública,5.519,9.0,4.9,7.5,2.3,3.2,1.3,,Não,Não,6.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-440,2,P,Aluno-440,2011,11,Menino,2022,Escola Pública,7.329,9.5,9.0,6.9,5.5,6.0,5.0,,Não,Não,5.833,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-441,2,P,Aluno-441,2011,11,Menina,2019,Escola Pública,8.188,9.0,7.9,7.5,8.0,8.0,8.0,,Não,Não,8.333,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-442,2,P,Aluno-442,2011,11,Menina,2022,Escola Pública,8.226,10.0,8.2,7.5,7.5,9.0,6.0,,Não,Não,8.222,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-443,2,P,Aluno-443,2009,13,Menina,2019,Escola Pública,7.482,9.0,9.1,7.5,5.6,8.0,3.2,,Sim,Sim,8.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-444,2,P,Aluno-444,2011,11,Menino,2018,Escola Pública,6.665,9.0,7.2,5.0,3.1,1.5,4.7,,Não,Não,7.778,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-445,2,P,Aluno-445,2010,12,Menino,2022,Escola Pública,6.924,9.0,9.4,7.5,3.8,0.0,7.5,,Não,Não,7.5,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-446,2,P,Aluno-446,2009,13,Menina,2018,Escola Pública,7.367,9.5,8.9,5.0,6.9,6.3,7.5,,Não,Não,7.889,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-447,2,P,Aluno-447,2012,10,Menina,2022,Escola Pública,5.607,0.0,7.0,7.5,3.5,7.0,0.0,,Não,Não,5.556,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-448,2,P,Aluno-448,2011,11,Menina,2022,Escola Pública,7.972,9.0,9.7,7.5,5.5,5.0,6.0,,Não,Não,8.111,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
RA-449,2,P,Aluno-449,2010,12,Menina,2022,Escola Pública,6.143,0.0,6.0,7.5,7.0,6.0,8.0,,Não,Não,8.111,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-450,2,Q,Aluno-450,2009,13,Menino,2021,Escola Pública,7.843,10.0,9.1,7.5,7.5,6.8,8.2,,Não,Não,8.111,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-451,2,Q,Aluno-451,2009,13,Menina,2019,Escola Pública,6.434,9.0,6.0,6.3,6.1,3.1,9.2,,Não,Não,6.889,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-452,2,Q,Aluno-452,2009,13,Menina,2021,Escola Pública,6.287,9.0,5.6,7.5,4.8,5.0,4.5,,Não,Não,7.167,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-453,2,Q,Aluno-453,2009,13,Menina,2022,Escola Pública,7.845,9.0,8.7,7.5,8.8,8.0,9.5,,Não,Não,7.778,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-454,2,Q,Aluno-454,2008,14,Menino,2018,Escola Pública,5.561,9.5,8.6,5.0,2.3,0.0,4.7,,Não,Não,5.444,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-455,2,Q,Aluno-455,2010,12,Menina,2022,Escola Pública,6.876,7.0,7.9,7.5,6.3,6.0,6.5,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-456,2,Q,Aluno-456,2010,12,Menina,2022,Escola Pública,7.193,6.4,8.2,6.3,7.3,6.0,8.7,,Não,Sim,8.389,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-457,2,Q,Aluno-457,2010,12,Menina,2022,Escola Pública,7.68,8.0,8.8,7.5,8.5,7.0,10.0,,Não,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-458,2,Q,Aluno-458,2009,13,Menino,2019,Escola Pública,6.512,8.0,7.7,7.5,5.6,4.7,6.5,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-459,2,Q,Aluno-459,2010,12,Menino,2019,Escola Pública,7.28,7.0,9.1,8.1,7.3,5.3,9.2,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-460,2,Q,Aluno-460,2010,12,Menino,2022,Escola Pública,5.711,6.8,8.1,7.5,3.3,0.5,6.0,,Não,Não,5.056,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-461,2,Q,Aluno-461,2010,12,Menina,2018,Escola Pública,5.451,0.0,6.7,7.5,3.8,1.5,6.2,,Não,Não,7.222,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-462,2,Q,Aluno-462,2008,14,Menino,2022,Escola Pública,6.626,10.0,8.5,7.5,3.6,2.0,5.2,,Não,Não,6.778,5.0,Fase 4 (9º ano),-2,PEDE2022,,,,,,,,,,
RA-463,2,U,Aluno-463,2010,12,Menina,2020,Escola Pública,6.41,10.0,7.8,7.5,2.5,2.0,3.0,,Não,Não,7.389,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-464,2,U,Aluno-464,2009,13,Menina,2022,Escola Pública,6.745,7.5,8.0,7.5,4.8,2.7,7.0,,Não,Não,7.722,5.0,Fase 3 (7º e 8º ano),-1,PEDE2022,,,,,,,,,,
RA-465,2,U,Aluno-465,2011,11,Menino,2019,Escola Pública,8.012,8.0,7.9,7.5,7.8,9.3,6.3,,Não,Sim,8.444,10.0,Fase 2 (5º e 6º ano),0,PEDE2022,,,,,,,,,,
